Value,Age,Overall,Potential,Wage,Special,International Reputation,Weak Foot,Skill Moves,Jersey Number,Feet,Inches,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
9,35,85,85,38,1959,3,4,2,29,6,6,201,703,703,703,623,663,663,663,623,653,653,653,633,703,703,703,633,723,773,773,773,723,753,823,823,823,753,45,57,94,76,60,60,52,76,70,68,60,65,46,85,36,92,45,61,83,82,72,83,53,59,60,84,86,88,85,14,10,14,8,14,15.3
26,31,85,85,145,2196,3,2,2,14,5,11,165,743,743,743,763,763,763,763,763,773,773,773,783,793,793,793,783,833,833,833,833,833,823,813,813,813,823,75,64,68,83,72,78,65,52,77,79,79,77,83,84,79,78,84,94,76,70,86,86,72,76,56,82,85,84,86,8,11,5,10,14,42.9
15.5,33,85,85,96,1879,3,3,2,23,6,1,172,623,623,623,613,623,623,623,613,623,623,623,633,673,673,673,633,743,783,783,783,743,763,833,833,833,763,48,43,80,70,51,67,32,39,69,73,66,69,61,81,57,70,82,65,79,41,83,85,43,58,49,81,90,90,85,12,6,10,13,12,26.4
37,30,85,85,240,2000,4,4,4,9,6,1,179,813,813,813,813,823,823,823,813,813,813,813,803,733,733,733,803,573,563,563,563,573,533,493,493,493,533,75,81,80,83,82,83,79,73,62,86,76,76,76,83,66,81,73,75,80,75,65,22,86,85,82,79,47,15,12,13,11,5,5,7,75.9
21.5,32,85,85,81,2145,3,3,3,3,6,0,163,723,723,723,753,743,743,743,753,753,753,753,773,783,783,783,773,833,813,813,813,833,823,803,803,803,823,86,59,72,80,56,77,74,75,77,83,76,75,75,85,62,71,71,89,74,60,81,84,71,70,65,88,78,84,86,11,15,9,9,5,44.1
22,32,85,85,170,1898,4,3,2,4,6,3,187,633,633,633,603,613,613,613,603,623,623,623,623,673,673,673,623,733,773,773,773,733,753,833,833,833,753,61,45,84,73,46,63,61,52,66,70,52,59,57,87,41,75,72,66,87,55,87,82,41,59,63,81,87,85,84,10,9,5,8,6,40.7
9,35,85,85,57,1832,4,3,2,3,6,2,179,603,603,603,583,593,593,593,583,593,593,593,583,633,633,633,583,713,753,753,753,713,743,823,823,823,743,46,46,80,70,23,58,44,47,61,62,65,70,63,83,49,63,76,60,86,56,94,85,40,48,57,79,86,85,82,8,15,5,9,10,17.1
14,36,85,85,15,2012,5,4,5,9,6,5,209,824,824,824,774,804,804,804,774,794,794,794,764,734,734,734,764,554,574,574,574,554,514,524,524,524,514,73,86,83,79,86,79,82,82,73,84,58,59,75,82,39,90,68,61,86,82,84,20,85,79,89,90,28,37,24,13,15,10,9,12,21
34,22,84,88,105,1809,2,3,2,23,6,2,174,612,612,612,592,602,602,602,592,612,612,612,622,662,662,662,622,742,782,782,782,742,762,822,822,822,762,36,40,80,77,28,63,30,27,67,73,72,79,60,80,55,66,73,76,83,44,87,82,34,49,44,75,84,85,88,9,7,10,6,15,65.5
34,23,84,88,63,1758,2,3,2,24,6,1,176,562,562,562,512,512,512,512,512,502,502,502,532,562,562,562,532,712,732,732,732,712,742,832,832,832,742,47,37,81,68,30,47,36,44,58,56,69,70,56,76,43,72,92,67,85,48,89,85,24,27,38,73,88,86,87,9,11,7,10,15,72.3
32,25,84,87,22,2259,3,2,3,13,5,11,157,763,763,763,793,783,783,783,793,793,793,793,813,813,813,813,813,833,813,813,813,833,823,783,783,783,823,89,65,74,83,67,82,87,79,86,82,84,85,73,83,70,80,81,92,68,75,78,80,76,74,68,80,80,81,79,13,8,12,11,14,66.4
34,24,84,88,135,1912,2,3,2,14,6,2,187,642,642,642,612,632,632,632,612,632,632,632,642,702,702,702,642,752,792,792,792,752,772,822,822,822,772,58,45,85,76,40,59,61,69,78,73,62,66,45,83,55,68,75,67,82,47,75,85,54,57,44,77,85,86,87,10,11,5,14,5,65.5
40.5,23,84,88,22,2223,2,3,4,8,5,10,152,772,772,772,812,812,812,812,812,822,822,822,822,822,822,822,822,752,752,752,752,752,732,672,672,672,732,84,73,58,85,84,83,85,81,82,85,79,76,77,84,78,87,72,89,67,88,65,70,79,86,81,83,63,66,53,12,14,15,8,14,84
36.5,22,84,90,84,1648,2,3,2,15,6,5,214,562,562,562,492,522,522,522,492,522,522,522,522,602,602,602,522,692,752,752,752,692,732,812,812,812,732,30,20,86,78,31,42,28,30,63,63,52,84,33,79,33,77,38,65,94,62,82,82,26,30,32,72,82,85,83,15,7,14,7,15,67.5
42.5,22,84,90,165,2064,3,3,4,11,6,0,168,813,813,813,823,823,823,823,823,803,803,803,813,733,733,733,813,643,603,603,603,643,613,543,543,543,613,76,84,69,77,74,87,84,54,60,86,88,89,85,81,81,84,74,75,75,80,58,42,83,73,81,79,38,39,36,9,8,8,15,11,87.1
42.5,22,84,90,115,2189,3,3,4,20,6,2,176,813,813,813,813,823,823,823,813,833,833,833,813,833,833,833,813,763,783,783,783,763,753,733,733,733,753,69,83,77,85,79,83,75,68,80,85,73,76,76,85,62,78,67,90,71,80,84,74,86,85,74,86,70,70,63,7,6,9,11,8,87.1
34,24,84,88,120,2164,3,2,3,3,6,2,172,733,733,733,753,753,753,753,753,763,763,763,773,793,793,793,773,823,833,833,833,823,823,823,823,823,823,79,66,75,83,47,76,71,53,78,82,69,72,69,83,67,78,75,92,79,65,85,84,70,75,91,84,83,86,84,13,12,6,8,8,67.2
35.5,24,84,89,90,1879,3,3,2,5,6,0,165,593,593,593,633,613,613,613,633,633,633,633,673,693,693,693,673,793,803,803,803,793,803,823,823,823,803,72,33,80,81,31,59,49,32,78,76,73,76,69,81,68,53,86,75,74,35,80,84,46,51,31,79,85,87,87,6,6,12,10,13,68.3
31.5,26,84,86,38,1985,3,4,3,14,6,2,183,663,663,663,693,693,693,693,693,733,733,733,723,793,793,793,723,753,823,823,823,753,753,793,793,793,753,68,52,73,84,50,80,79,50,86,79,49,53,51,75,51,59,69,84,90,55,75,84,64,83,60,89,84,85,68,6,6,5,14,14,68.5
38,26,84,87,155,2136,2,3,3,8,5,11,148,702,702,702,772,762,762,762,772,802,802,802,792,822,822,822,792,772,792,792,792,772,752,722,722,722,752,75,57,56,89,71,82,75,76,87,85,75,69,80,83,73,71,58,79,66,62,79,78,72,87,84,79,63,78,70,14,7,13,14,8,73.2
39,25,84,87,72,2091,2,3,4,20,5,10,154,812,812,812,832,832,832,832,832,822,822,822,832,772,772,772,832,652,622,622,622,652,612,532,532,532,612,83,81,75,83,74,85,86,72,76,86,87,80,86,83,71,83,76,83,66,82,56,42,83,80,74,82,46,29,31,8,11,14,10,9,77
31.5,26,84,87,185,2040,3,3,3,2,5,8,161,653,653,653,713,683,683,683,713,703,703,703,743,733,733,733,743,823,803,803,803,823,823,803,803,803,823,83,41,70,81,34,76,72,47,71,83,79,84,81,82,79,64,76,84,74,36,81,83,61,57,45,77,83,83,85,13,13,15,9,15,66.9
42,24,84,89,93,2083,3,3,5,10,5,9,172,803,803,803,823,823,823,823,823,823,823,823,823,753,753,753,823,603,583,583,583,603,563,503,503,503,563,79,79,65,80,74,85,85,88,74,85,87,87,82,79,79,87,74,79,80,81,76,28,83,82,75,79,29,31,20,8,14,6,12,10,83
37,25,84,85,125,2079,3,5,4,7,6,0,143,823,823,823,843,843,843,843,843,833,833,833,823,763,763,763,823,653,613,613,613,653,613,533,533,533,613,78,85,65,79,79,88,81,70,64,85,88,87,82,84,76,86,63,85,63,88,60,39,85,80,71,82,48,34,33,11,13,13,6,10,71.2
31.5,26,84,86,88,1808,3,4,2,14,6,2,172,573,573,573,583,583,583,583,583,613,613,613,603,673,673,673,603,733,773,773,773,733,763,823,823,823,763,49,25,80,71,27,63,45,16,71,71,67,69,61,80,59,65,76,66,80,60,78,87,32,59,41,82,88,87,83,8,10,7,14,13,55.9
29.5,30,84,84,150,2163,3,3,5,11,5,10,159,763,763,763,823,813,813,813,823,813,813,813,813,773,773,773,813,763,723,723,723,763,753,693,693,693,753,80,67,58,80,70,90,78,69,69,85,89,93,91,80,82,84,75,78,61,80,78,62,78,76,65,80,63,70,74,5,5,13,6,9,48.7
30,30,84,84,45,2057,2,3,3,17,5,9,148,822,822,822,832,832,832,832,832,812,812,812,812,732,732,732,812,612,572,572,572,612,562,492,492,492,562,80,88,78,79,83,86,80,76,64,85,85,78,87,85,74,79,68,75,60,82,63,39,86,75,82,85,39,21,18,12,16,9,12,13,63
24,29,84,84,165,2100,3,3,3,31,6,4,187,733,733,733,723,743,743,743,723,743,743,743,743,793,793,793,743,783,823,823,823,783,773,803,803,803,773,71,64,74,84,73,80,72,67,83,79,52,59,44,83,50,83,67,84,85,75,80,86,69,73,64,84,83,84,75,7,15,12,14,9,44.4
31,28,84,84,51,2097,2,3,4,4,5,10,165,722,722,722,762,772,772,772,762,792,792,792,772,822,822,822,772,772,812,812,812,772,762,752,752,752,762,68,72,51,86,58,78,76,68,82,83,66,57,71,84,75,69,63,77,68,76,76,87,79,86,50,79,69,83,80,15,7,11,14,12,65.1
24.5,28,84,84,165,2175,3,2,2,2,6,0,154,723,723,723,753,743,743,743,753,733,733,733,773,753,753,753,773,823,783,783,783,823,823,793,793,793,823,81,51,74,78,57,79,76,71,67,78,86,93,67,83,72,86,83,89,75,69,78,81,67,69,63,75,78,84,83,12,6,16,15,8,45.3
32,27,84,84,175,2138,3,4,4,21,5,11,176,753,753,753,793,803,803,803,793,823,823,823,803,823,823,823,803,753,773,773,773,753,723,703,703,703,723,74,73,50,88,75,85,81,74,83,86,67,68,78,85,78,77,61,69,72,73,70,77,79,86,76,87,73,68,64,11,14,5,5,13,59.2
27.5,31,84,84,105,2045,3,3,3,7,5,10,161,793,793,793,823,823,823,823,823,813,813,813,813,733,733,733,813,673,603,603,603,673,633,543,543,543,633,82,78,65,80,84,82,73,65,51,85,88,89,85,82,80,78,73,91,55,80,54,40,88,78,62,79,64,32,32,8,5,14,11,11,46.8
29.5,30,84,84,125,2113,4,2,5,11,5,11,152,763,763,763,823,813,813,813,823,823,823,823,823,773,773,773,823,683,653,653,653,683,653,573,573,573,653,83,72,51,82,77,86,84,82,79,85,85,84,92,80,77,83,72,73,60,77,73,38,82,82,73,82,35,59,56,10,7,11,12,11,54.6
25,32,84,84,160,2106,3,3,3,17,6,3,187,813,813,813,763,783,783,783,763,763,763,763,763,753,753,753,763,713,723,723,723,713,713,723,723,723,713,72,84,90,75,86,76,64,49,67,77,67,73,67,86,53,80,85,83,85,60,88,66,90,74,76,80,59,64,64,10,8,5,8,15,41.3
30.5,29,84,84,175,2052,3,4,4,22,5,9,172,743,743,743,823,813,813,813,823,823,823,823,823,793,793,793,823,713,673,673,673,713,663,543,543,543,663,76,77,31,80,59,88,82,83,77,84,91,86,89,82,79,79,41,85,60,81,44,55,80,83,70,79,43,57,51,14,12,13,7,13,56.4
29,30,84,84,31,2133,3,4,4,10,5,9,157,713,713,713,783,773,773,773,783,813,813,813,793,823,823,823,793,753,783,783,783,753,723,693,693,693,723,80,66,49,88,65,84,83,81,87,86,68,64,79,77,83,74,57,74,67,78,73,76,75,88,78,80,75,69,64,13,8,7,7,10,60.9
24,29,84,84,77,2200,3,4,4,6,6,2,179,773,773,773,773,783,783,783,773,793,793,793,783,813,813,813,783,803,823,823,823,803,803,813,813,813,803,69,71,80,89,77,78,69,68,79,84,67,74,78,84,60,78,76,86,82,74,82,80,75,79,81,89,80,79,85,5,7,7,10,7,40.8
27.5,31,84,84,75,2053,3,4,4,18,5,9,170,773,773,773,823,813,813,813,823,823,823,823,823,783,783,783,823,633,613,613,613,633,593,503,503,503,593,87,78,59,84,77,86,90,84,80,90,75,72,79,75,80,80,48,73,72,82,57,37,79,87,74,82,32,36,39,11,15,9,14,12,52.3
16.5,34,84,84,25,2023,3,5,3,10,5,11,163,823,823,823,803,823,823,823,803,813,813,813,783,763,763,763,783,583,583,583,583,583,543,513,513,513,543,70,88,84,76,85,84,85,77,75,88,65,64,77,85,69,84,69,66,63,85,61,34,87,83,84,87,31,36,25,12,11,7,8,5,33
23,30,84,84,140,1797,3,2,2,19,6,1,187,623,623,623,563,583,583,583,563,563,563,563,573,593,593,593,573,703,713,713,713,703,733,813,813,813,733,47,44,85,60,46,58,29,35,51,58,64,73,60,81,64,77,86,69,86,48,88,77,49,45,24,82,85,87,85,6,8,5,12,5,43.7
25,32,84,84,115,2026,3,4,3,9,5,10,159,813,813,813,763,793,793,793,763,773,773,773,743,723,723,723,743,573,593,593,593,573,553,573,573,573,553,55,86,89,79,84,75,83,73,58,82,69,66,76,85,75,79,91,68,75,80,75,41,88,70,81,87,39,42,19,10,13,6,9,5,47.5
18,32,84,84,88,1765,3,3,2,33,6,3,181,553,553,553,543,563,563,563,543,593,593,593,573,663,663,663,573,703,783,783,783,703,723,823,823,823,723,38,27,77,74,31,59,53,45,72,71,54,53,53,82,56,65,77,55,82,53,81,86,30,57,37,75,89,87,85,8,6,5,9,8,30.6
30,30,84,84,53,2049,3,4,4,10,5,5,150,753,753,753,843,823,823,823,843,843,843,843,833,773,773,773,833,663,613,613,613,663,603,483,483,483,603,82,76,38,82,72,89,79,79,74,87,94,86,92,83,94,76,70,75,48,79,56,40,81,85,72,84,50,30,34,8,11,12,9,6,51
4.2,37,84,84,95,1740,3,3,2,15,6,2,192,523,523,523,543,553,553,553,543,573,573,573,573,633,633,633,573,713,753,753,753,713,743,823,823,823,743,40,21,72,65,35,64,50,31,65,65,61,77,52,80,64,54,81,53,83,39,66,90,28,62,60,88,94,90,82,4,2,4,2,4,6.9
15.5,34,84,84,80,1988,3,4,5,7,5,9,148,733,733,733,823,803,803,803,823,813,813,813,823,743,743,743,823,583,543,543,543,583,513,413,413,413,513,92,67,41,79,80,89,94,73,75,88,84,82,91,78,84,79,63,65,55,80,74,24,78,84,74,80,29,17,13,12,14,10,5,15,29.5
15.5,34,84,84,110,2044,4,2,4,10,5,11,176,803,803,803,843,843,843,843,843,833,833,833,823,763,763,763,823,603,573,573,573,603,553,463,463,463,553,80,85,51,82,86,89,90,81,71,88,83,76,87,85,90,86,60,64,67,86,47,37,84,80,78,85,30,26,26,10,8,11,5,15,25.6
40,21,83,92,155,1993,3,5,4,11,5,10,148,763,763,763,833,823,823,823,833,823,823,823,823,743,743,743,823,633,583,583,583,633,593,463,463,463,593,78,78,43,78,76,90,78,64,70,83,93,92,90,82,85,83,59,73,46,70,54,36,79,84,75,75,42,30,33,6,6,14,10,13,90
41,21,83,92,130,2051,2,3,4,33,5,9,161,812,812,812,822,832,832,832,822,812,812,812,812,732,732,732,812,612,592,592,592,612,572,522,522,522,572,66,84,74,76,72,86,76,54,66,85,87,85,92,86,91,78,77,84,68,73,73,32,88,77,78,82,53,23,19,13,8,6,6,15,84.1
28,26,83,83,51,2095,1,4,4,7,5,10,165,782,782,782,822,822,822,822,822,822,822,822,832,782,782,782,832,652,612,612,612,652,602,502,502,502,602,83,74,64,83,76,85,86,78,82,83,88,87,85,84,76,82,64,86,70,78,62,40,82,83,77,81,24,35,33,12,12,13,15,13,50.4
22.5,26,83,83,43,1894,1,3,2,4,6,1,176,592,592,592,592,592,592,592,592,592,592,592,612,642,642,642,612,742,762,762,762,742,772,812,812,812,772,40,38,83,74,44,56,45,49,61,70,83,78,77,85,68,53,69,76,73,41,88,84,38,42,56,71,85,87,82,16,15,13,15,10,40.5
28.5,26,83,83,60,1921,1,3,4,9,6,2,183,812,812,812,742,772,772,772,742,732,732,732,712,642,642,642,712,532,512,512,512,532,512,512,512,512,512,56,85,83,73,82,75,59,67,47,74,79,83,55,84,55,85,84,56,87,82,65,32,83,58,77,79,26,27,24,8,11,20,19,20,54.2
30.5,22,83,89,82,1899,2,3,3,3,6,2,176,592,592,592,622,602,602,602,622,642,642,642,662,692,692,692,662,772,792,792,792,772,782,812,812,812,782,62,31,79,79,33,58,50,32,75,78,75,78,74,79,65,55,77,80,84,39,85,83,39,60,50,80,80,83,83,7,8,14,15,9,62.5
34,23,83,88,120,2082,2,4,4,8,5,8,141,732,732,732,792,792,792,792,792,822,822,822,792,812,812,812,792,732,762,762,762,732,702,662,662,662,702,62,74,42,88,71,88,64,70,78,88,78,60,89,82,90,76,53,82,58,73,78,75,74,81,58,79,68,62,61,7,14,15,14,9,67.2
34,23,83,88,85,2207,2,3,3,24,5,11,179,782,782,782,772,782,782,782,772,792,792,792,782,812,812,812,782,762,802,802,802,762,762,772,772,772,762,67,75,82,84,62,77,66,73,86,81,75,66,75,83,74,82,90,87,77,81,81,76,79,80,70,74,75,78,71,7,10,14,9,14,58.7
35.5,22,83,89,64,2173,3,2,4,8,5,7,137,763,763,763,823,813,813,813,823,823,823,823,823,793,793,793,823,743,713,713,713,743,723,643,643,643,723,83,75,54,84,78,85,85,81,75,86,86,84,87,80,86,79,71,79,63,76,63,66,77,85,68,80,55,59,63,11,15,13,7,14,79.9
34,22,83,87,85,1918,2,3,5,29,5,10,157,762,762,762,822,802,802,802,822,802,802,802,812,712,712,712,812,582,512,512,512,582,532,402,402,402,532,81,76,52,77,77,88,84,70,63,83,95,93,87,81,84,77,75,76,61,73,36,23,79,75,70,75,29,17,15,5,3,5,3,5,58.7
29.5,22,83,88,67,1673,2,4,2,20,6,5,214,522,522,522,522,532,532,532,522,572,572,572,572,642,642,642,572,702,762,762,762,702,732,812,812,812,732,35,20,80,74,24,55,30,27,69,64,64,77,48,82,44,44,72,63,93,25,76,80,27,61,38,75,80,88,84,11,8,7,9,14,52.4
34.5,22,83,87,70,1967,3,4,3,9,5,11,165,813,813,813,813,813,813,813,813,783,783,783,803,693,693,693,803,613,553,553,553,613,573,493,493,493,573,69,87,76,77,82,83,62,56,55,84,93,93,81,86,76,74,78,83,59,67,63,37,85,61,72,74,39,20,19,9,9,8,15,9,61.2
33,23,83,87,91,2184,2,3,3,25,6,4,176,772,772,772,772,782,782,782,772,792,792,792,782,812,812,812,782,782,802,802,802,782,772,772,772,772,772,70,69,77,85,72,79,73,59,83,83,73,74,79,83,72,80,73,82,80,79,76,80,76,80,69,82,70,81,75,9,12,9,7,15,63.5
34,23,83,88,85,2203,3,4,3,14,6,2,174,773,773,773,793,793,793,793,793,803,803,803,803,813,813,813,803,803,803,803,803,803,793,773,773,773,793,75,72,75,84,68,81,76,75,79,83,84,79,76,83,70,77,67,86,70,78,80,83,77,82,60,80,70,79,78,13,8,15,11,9,58.7
30.5,26,83,84,28,2056,2,4,5,9,5,9,159,792,792,792,832,822,822,822,832,812,812,812,822,752,752,752,822,632,582,582,582,632,592,492,492,492,592,79,86,60,78,69,84,75,76,73,82,90,91,87,82,79,82,82,83,61,83,60,33,79,81,74,78,36,30,32,10,13,6,7,13,66.3
32.5,25,83,86,28,2098,3,2,4,22,5,11,143,733,733,733,803,793,793,793,803,813,813,813,813,823,823,823,813,713,723,723,723,713,673,603,603,603,673,84,68,53,86,77,83,90,78,89,83,76,74,85,82,78,80,38,86,59,75,71,62,75,88,73,83,52,66,36,11,7,11,8,14,47.9
27,27,83,83,205,2048,2,4,4,17,5,8,154,752,752,752,812,802,802,802,812,812,812,812,822,782,782,782,822,692,652,652,652,692,652,552,552,552,652,86,73,52,83,54,82,82,75,75,83,84,79,79,85,84,82,68,90,57,80,65,44,81,83,56,75,42,50,44,9,16,9,9,7,55.4
33,24,83,86,20,2015,3,4,4,10,5,11,161,783,783,783,823,813,813,813,823,803,803,803,813,733,733,733,813,623,583,583,583,623,583,503,503,503,583,78,79,53,77,68,88,81,78,71,87,89,87,88,83,71,84,68,74,59,75,61,18,81,71,74,75,58,39,26,9,11,9,10,10,73.4
32,26,83,85,53,1967,1,4,4,7,5,11,170,802,802,802,762,782,782,782,762,752,752,752,742,692,692,692,742,612,592,592,592,612,602,562,562,562,602,61,83,80,78,79,78,71,56,56,81,77,80,70,82,69,81,72,72,74,77,55,40,83,58,73,72,43,41,41,15,12,7,12,10,69.6
20,29,83,83,22,1788,3,3,2,28,6,3,190,563,563,563,553,553,553,553,553,573,573,573,583,643,643,643,583,713,763,763,763,713,733,813,813,813,733,45,39,81,74,44,57,32,30,67,62,60,67,52,77,57,46,90,78,86,41,92,81,34,50,47,75,85,85,79,9,11,14,9,7,40
30,26,83,84,49,2121,2,4,4,14,5,10,165,752,752,752,772,782,782,782,772,802,802,802,782,812,812,812,782,732,762,762,762,732,722,712,712,712,722,72,71,74,86,63,80,80,69,83,83,68,65,76,82,72,81,77,77,63,80,71,69,77,84,65,73,70,73,60,9,14,12,7,8,65.3
34.5,22,83,88,85,2041,2,4,4,6,5,9,165,782,782,782,822,812,812,812,822,802,802,802,802,742,742,742,802,652,622,622,622,652,622,542,542,542,622,74,81,46,79,83,87,64,62,68,83,92,90,87,80,88,85,64,68,68,81,63,38,80,74,68,74,45,48,45,14,10,10,9,7,59.5
26,27,83,86,67,1696,2,3,2,15,6,2,174,532,532,532,512,522,522,522,512,542,542,542,542,612,612,612,542,682,752,752,752,682,722,812,812,812,722,35,34,85,72,27,47,34,28,69,68,55,61,61,82,49,43,87,58,77,31,83,84,29,41,37,75,86,83,84,14,13,14,13,12,55.3
28.5,24,83,87,125,1858,2,4,3,5,6,2,154,592,592,592,642,632,632,632,642,662,662,662,682,722,722,722,682,772,802,802,802,772,782,812,812,812,782,62,29,83,81,27,69,47,29,74,80,67,71,61,82,59,46,75,79,77,38,79,81,48,67,44,80,85,85,82,7,15,11,10,8,54.9
33,24,83,86,115,1959,3,3,4,11,5,9,154,743,743,743,823,813,813,813,823,833,833,833,823,763,763,763,823,603,563,563,563,603,553,423,423,423,553,84,70,50,86,72,88,87,80,75,89,83,77,86,78,84,78,50,77,56,87,23,20,76,84,72,76,50,23,18,15,15,9,8,9,58.6
32.5,24,83,86,91,2112,3,5,4,7,6,2,170,793,793,793,833,823,823,823,833,833,833,833,823,803,803,803,823,703,693,693,693,703,673,613,613,613,673,83,78,65,84,84,88,78,76,79,89,78,77,80,83,75,86,75,69,66,82,48,66,79,84,63,83,39,64,44,11,13,5,13,8,62.6
31.5,25,83,85,110,2042,3,4,4,8,5,9,154,743,743,743,823,803,803,803,823,813,813,813,813,773,773,773,813,723,693,693,693,723,693,593,593,593,693,79,71,44,80,68,90,71,69,74,88,93,89,89,74,88,83,38,72,53,84,67,69,73,79,53,82,47,60,54,12,10,9,5,7,62.2
31,25,83,84,115,2075,3,3,4,27,5,9,154,763,763,763,813,803,803,803,813,803,803,803,803,743,743,743,803,663,623,623,623,663,633,543,543,543,633,75,78,50,77,70,88,69,74,74,81,94,90,94,76,90,79,77,75,59,76,72,50,80,74,74,80,31,43,51,9,10,14,7,14,59.7
27,26,83,86,21,2028,3,3,3,22,6,2,183,723,723,723,693,723,723,723,693,733,733,733,713,773,773,773,713,753,813,813,813,753,753,813,813,813,753,50,61,78,82,55,76,48,53,79,78,63,68,58,76,60,76,67,83,89,65,85,84,69,73,52,84,83,84,75,9,7,13,14,15,56
24.5,28,83,85,180,1855,2,4,2,12,5,11,168,582,582,582,612,592,592,592,612,602,602,602,642,662,662,662,642,772,772,772,772,772,792,802,802,802,792,70,32,82,80,38,55,55,37,61,78,70,79,60,79,68,54,81,78,79,28,78,81,37,53,45,73,75,86,85,12,7,10,15,7,52.1
26.5,27,83,83,87,2157,2,3,4,5,5,9,163,742,742,742,782,782,782,782,782,792,792,792,792,812,812,812,792,822,832,832,832,822,822,802,802,802,822,70,72,59,85,56,82,65,49,77,80,81,74,82,86,80,70,70,95,77,66,87,86,79,79,53,79,85,85,83,13,13,5,5,8,45.1
19,30,83,83,64,1849,2,3,3,13,6,4,194,582,582,582,552,592,592,592,552,612,612,612,592,692,692,692,592,712,792,792,792,712,742,812,812,812,742,25,37,80,73,39,65,62,56,77,72,65,55,33,81,35,75,68,81,83,60,73,85,20,65,72,85,87,87,85,11,9,9,13,11,32.3
26.5,26,83,86,170,2106,3,3,4,20,5,10,150,713,713,713,773,763,763,763,773,783,783,783,793,803,803,803,793,823,803,803,803,823,813,763,763,763,813,85,63,72,86,50,78,74,60,78,83,78,79,69,80,74,65,47,85,69,66,68,81,69,83,57,76,75,83,83,14,16,11,15,10,56.3
30.5,27,83,84,57,2060,2,3,4,9,6,0,170,802,802,802,802,812,812,812,802,792,792,792,792,712,712,712,792,632,592,592,592,632,612,552,552,552,612,72,78,80,78,77,82,83,67,58,82,88,91,84,80,77,83,78,78,72,76,60,31,83,74,77,77,44,41,40,7,13,10,11,5,66.3
25.5,28,83,83,22,2149,3,4,3,21,5,10,159,743,743,743,803,793,793,793,803,813,813,813,813,813,813,813,813,743,743,743,743,743,713,643,643,643,713,79,76,45,83,77,80,83,76,84,82,82,73,77,81,77,75,67,86,59,78,68,70,84,85,76,85,66,66,52,15,14,9,9,15,51
26.5,27,83,83,74,2076,2,4,3,44,5,10,148,692,692,692,792,772,772,772,792,802,802,802,792,802,802,802,792,752,742,742,742,752,722,632,632,632,722,72,63,34,84,68,86,78,75,79,84,84,71,91,84,80,69,67,88,47,73,64,75,73,82,64,83,65,64,59,13,11,7,6,16,45.1
21,28,83,83,125,2055,2,3,3,17,5,9,146,692,692,692,712,712,712,712,712,722,722,722,722,762,762,762,722,792,812,812,812,792,802,812,812,812,802,60,50,69,80,32,75,33,61,72,79,76,72,80,81,80,80,87,89,70,66,84,87,67,67,54,80,84,89,84,8,6,8,12,13,39.9
25.5,29,83,83,145,2100,3,5,4,7,5,10,165,763,763,763,813,803,803,803,813,813,813,813,803,783,783,783,803,703,683,683,683,703,673,593,593,593,673,77,74,53,80,81,84,83,64,71,86,84,78,87,79,85,85,69,83,62,73,69,64,82,84,72,76,41,53,55,5,11,14,5,7,48.5
24,27,83,84,130,2201,2,3,3,3,6,2,192,782,782,782,772,782,782,782,772,772,772,772,792,792,792,792,792,812,802,802,802,812,812,792,792,792,812,85,68,83,84,70,79,85,86,73,83,69,76,64,84,58,84,71,90,76,77,75,79,79,69,64,76,79,82,79,9,7,13,9,12,46.2
19,30,83,83,86,1582,3,2,2,15,6,3,176,513,513,513,443,473,473,473,443,463,463,463,483,543,543,543,483,663,723,723,723,663,693,813,813,813,693,29,27,85,63,17,51,35,26,59,59,50,52,34,78,51,57,81,67,90,20,86,83,24,23,39,79,82,85,82,10,14,5,8,10,36.1
21,28,83,83,66,2139,3,3,3,16,6,1,176,753,753,753,753,773,773,773,753,783,783,783,773,813,813,813,773,783,823,823,823,783,773,783,783,783,773,74,68,68,87,63,75,75,70,84,84,65,66,65,83,68,81,53,79,81,70,86,83,78,79,77,85,75,84,75,7,12,11,6,7,39.9
26,29,83,83,26,1793,3,3,2,28,6,5,196,803,803,803,683,753,753,753,683,703,703,703,673,673,673,673,673,543,573,573,573,543,533,573,573,573,533,38,87,94,73,85,68,61,30,37,74,49,54,32,85,32,82,51,82,92,72,70,39,89,68,88,81,38,45,26,6,12,15,11,8,52
30.5,26,83,84,29,2022,3,3,4,8,5,10,146,743,743,743,793,793,793,793,793,813,813,813,793,783,783,783,793,683,663,663,663,683,653,553,553,553,653,74,76,54,86,63,78,77,75,82,84,75,72,86,81,80,80,64,76,38,77,43,45,79,83,68,75,66,52,47,12,10,15,12,12,69.4
27.5,27,83,83,55,1914,4,4,4,9,6,2,194,803,803,803,783,793,793,793,783,783,783,783,763,703,703,703,763,543,533,533,533,543,503,453,453,453,503,68,85,67,78,78,81,78,78,66,85,76,82,71,68,50,89,74,66,86,79,70,30,79,74,92,81,10,22,20,2,2,2,4,2,52.3
